Character,Ваш персонаж женского пола?,У него черные волосы?,Носит ли он головной убор?,Есть ли у него шрамы; татуировки или особые отметины на лице?,Носит ли он очки или повязку на глазу?,Он выглядит как ребенок?,У него явно нечеловеческая внешность?,Использует ли он меч как основное оружие?,Сражается в дальем бою?,Сражается в рукопашку?,Можеи призывать существ(фамильяров),Может исцелять себя и других?,Состоит в официальной организации(служитель закона),Является ли он преступником(пиратом разбойником),Является ли он лидером своеё группы,Персонаж из знатного рода(по праву крови)?,Этот персонаж был в 1 сезоне?,Этот персонаж мертв на текущий момент?,Сражался ли ваш персонаж против главного героя?,Является ли персонаж учителем или наставником?,Является ли он обычным человеком?,Является ли он чьим-то слугой или подчиненным?,Является ли он синигами (проводником душ)?,Является ли он квинси?,Является ли он пустым или арранкаром?,Является ли он модифицированной душой?,Является ли он материализованным духом занпакто?,Является ли он божеством (прародителем высшим существом)?,Достиг ли этот персонаж банкая?,Светлые ли у персонажа волосы (блондин; седой или белый)?,У этого персонажа неестественный цвет волос (розовый; синий; зеленый)?,Надевает ли персонаж маску на лицо (или имеет ее фрагмент) во время боя?,Связаны ли боевые способности персонажа с конкретной стихией (огонь; лед; вода)?,Использует ли персонаж в бою яд; иллюзии или контроль разума?,Является ли этот персонаж ученым или изобретателем?,Есть ли у этого персонажа брат или сестра; также участвующие в сюжете?,Предавал ли этот персонаж свою изначальную организацию (является ли перебежчиком)?,Выделяется ли персонаж огромным ростом и габаритами (значительно крупнее остальных)?
Dondochakka,0.0,-0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-0.7,1.0
Dondochakka,-1.0,-1.0,1.0,-0.7,0.0,0.0,1.0,0.0,0.0,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,1.0
Findorr Calius,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Findorr Calius,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Findorr Calius,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Findorr Calius,0.0,-1.0,-0.7,-1.0,0.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-0.7,1.0,-0.7,1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-0.7
Findorr Calius,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,1.0,0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,0.7,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Rudbornn Chelute,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Rudbornn Chelute,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,0.7,1.0,-0.7,-1.0,1.0,-1.0,0.7,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0
Rudbornn Chelute,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.7,-1.0,0.7,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7
Rudbornn Chelute,-1.0,-1.0,1.0,-0.7,-1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-0.7,-1.0,-0.7,-0.7,1.0,-0.7,-1.0,-1.0,-0.7,-0.7,-1.0
Rudbornn Chelute,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.7,0.7,-0.7,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,1.0,0.0,-1.0,-0.7,-1.0,0.0,-1.0
Charlotte,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Charlotte,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-0.7,-1.0,-1.0,-0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-0.7,0.0,0.0,0.0,-1.0
Charlotte,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-0.7,-1.0,-0.7,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Charlotte,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Charlotte,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-0.7,-0.7,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Ulquiorra Cifer,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ulquiorra Cifer,0.0,0.0,-1.0,1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-0.7,0.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Ulquiorra Cifer,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-0.7,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
Ulquiorra Cifer,-1.0,1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.7,1.0,0.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7
Ulquiorra Cifer,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,1.0,-0.7,1.0,-1.0,0.7,1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Dordoni,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Dordoni,-1.0,1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Dordoni,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,-0.7,-1.0,1.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Dordoni,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,0.0,-0.7,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Dordoni,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Asguiaro Ebern,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Asguiaro Ebern,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Asguiaro Ebern,0.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,-0.7,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Asguiaro Ebern,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.7,-1.0,0.0,-1.0,-1.0,1.0,0.0,-0.7,-1.0,-0.7,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0
Asguiaro Ebern,-1.0,-1.0,-0.7,-0.7,-1.0,0.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,0.0,-0.7
Luders Friegen,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Luders Friegen,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,0.0,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Luders Friegen,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,0.7,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-0.7,-0.7,-0.7,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Luders Friegen,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Luders Friegen,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Nnoitra Gilga,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Nnoitra Gilga,-1.0,0.7,0.0,1.0,1.0,-0.7,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0
Nnoitra Gilga,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0
Nnoitra Gilga,-1.0,0.7,0.0,0.0,1.0,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0
Nnoitra Gilga,-1.0,0.7,-1.0,1.0,1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.7,0.0,1.0,1.0,1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,0.0,-1.0,-0.7,1.0
Lilynette Gingerbuck,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Lilynette Gingerbuck,1.0,0.0,0.7,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,-1.0,0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.7,-1.0,-1.0,0.0,-1.0,-0.7
Lilynette Gingerbuck,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-0.7,-1.0,1.0,-1.0,1.0,-1.0,0.7,0.7,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7
Lilynette Gingerbuck,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Lilynette Gingerbuck,1.0,0.0,1.0,0.0,1.0,1.0,-0.7,1.0,1.0,-0.7,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,0.7,-1.0,1.0,-0.7,-0.7,-1.0,0.7,-1.0,-1.0
Szayelaporro Granz,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0
Szayelaporro Granz,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.7,-1.0,0.0,-1.0,0.7,-1.0,0.0,-0.7,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.7,-1.0,-1.0
Szayelaporro Granz,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0
Szayelaporro Granz,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.7,0.0,1.0,1.0,1.0,-1.0,-0.7
Szayelaporro Granz,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.7,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.7,-1.0,-1.0
Yylfordt Granz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Yylfordt Granz,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-1.0,0.0,0.7,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,0.0,-1.0
Yylfordt Granz,-1.0,-0.7,-0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,-0.7,-1.0
Yylfordt Granz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.0,-1.0,0.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7
Yylfordt Granz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-0.7,-1.0,0.0,0.7,-1.0,-1.0,-1.0,1.0,1.0,-0.7,-1.0,0.0,0.0,0.0,-1.0,0.7,-1.0,-1.0,0.0,-1.0,0.7,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Nakeem Grindina,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Nakeem Grindina,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.7,1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-0.7,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
Nakeem Grindina,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-0.7,-1.0,1.0,-0.7,-0.7,0.0,1.0,1.0,-1.0,-0.7,-1.0,-0.7,-0.7,-1.0,1.0,0.0,-1.0,-1.0,-0.7,0.0,-1.0,0.7,-1.0,-1.0,0.0,-1.0,-1.0,0.7
Nakeem Grindina,-1.0,0.7,0.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,1.0,-0.7,0.0,1.0,-1.0,-1.0,-1.0,0.7,0.7,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0
Nakeem Grindina,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0
Pesche Guatiche,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pesche Guatiche,-1.0,-1.0,1.0,-1.0,-0.7,-0.7,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
Pesche Guatiche,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pesche Guatiche,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,0.0,-0.7,-0.7,0.0,-1.0,-1.0
Pesche Guatiche,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,1.0,-0.7,0.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7
Tier Harribel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Tier Harribel,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,0.7,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0
Tier Harribel,1.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,1.0,-0.7,1.0,1.0,-1.0,-1.0,-0.7,-1.0,0.0
